; CSV, generated by libsigrok4DSL 0.2.0 on Fri Sep 18 22:17:24 2026
; Channels (12/16)
; Sample rate: 20 MHz
; Sample count: 2.896 M Samples
Time(s), 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11
0.0160429,1,1,0,0,0,0,0,1,1,0,0,0
0.01604295,1,1,0,0,0,0,0,1,1,1,1,0
0.01604315,1,1,0,0,0,0,0,1,1,1,1,1
0.0160432,1,1,1,0,0,0,0,1,0,1,1,1
0.01604325,0,0,1,0,0,0,0,1,0,1,1,1
0.01604645,0,0,1,0,0,0,0,1,0,1,1,0
0.0160465,0,0,1,0,0,0,0,1,0,0,0,0
0.0160467,0,0,1,0,0,0,0,1,0,0,0,1
0.01605,0,0,1,0,0,0,0,1,0,0,0,0
0.01605025,0,0,1,0,0,0,0,1,0,0,0,1
0.0160503,1,1,1,0,0,0,1,1,1,1,1,1
0.01605035,1,1,1,0,0,0,1,0,1,1,1,1
0.01605355,1,1,1,0,0,0,1,0,1,0,1,0
0.0160538,1,1,1,0,0,0,1,0,1,0,1,1
0.01605705,1,1,1,0,0,0,1,0,1,0,1,0
0.0160571,1,1,1,0,0,0,1,0,1,1,1,0
0.01605735,1,1,1,0,0,0,1,1,1,1,1,1
0.0160574,1,0,1,0,0,0,1,1,1,1,1,1
0.01605745,1,0,1,0,0,0,0,1,1,1,1,1
0.0160606,1,0,1,0,0,0,0,1,1,1,1,0
0.01606065,1,0,1,0,0,0,0,1,1,0,0,0
0.01606085,1,0,1,0,0,0,0,1,1,0,0,1
0.01606415,1,0,1,0,0,0,0,1,1,0,0,0
0.0160644,1,0,1,0,0,0,0,1,1,0,0,1
0.0160677,1,0,1,0,0,0,0,1,1,1,1,0
0.01606795,1,1,1,0,0,0,0,1,0,1,1,1
0.016068,0,1,1,0,0,0,0,1,0,1,1,1
0.0160712,0,1,1,0,0,0,0,1,0,1,1,0
0.01607125,0,1,1,0,0,0,0,1,0,0,0,0
0.0160715,0,1,1,0,0,0,0,1,0,0,0,1
0.01607475,0,1,1,0,0,0,0,1,0,0,0,0
0.016075,0,1,1,0,0,0,0,1,0,0,0,1
0.01607505,0,1,1,1,0,0,1,1,1,1,1,1
0.0160751,0,0,0,1,0,0,1,0,1,1,1,1
0.0160783,0,0,0,1,0,0,1,0,1,0,1,0
0.01607855,0,0,0,1,0,0,1,0,1,0,1,1
0.0160818,0,0,0,1,0,0,1,0,1,0,1,0
0.01608185,0,0,0,1,0,0,1,0,1,1,1,0
0.0160821,0,1,0,1,0,0,1,0,1,1,1,1
0.01608215,1,1,1,1,0,0,1,1,1,1,1,1
0.0160822,1,1,1,0,0,0,0,1,1,1,1,1
0.01608535,1,1,1,0,0,0,0,1,1,1,1,0
0.0160854,1,1,1,0,0,0,0,1,1,0,0,0
0.01608565,1,1,1,0,0,0,0,1,1,0,0,1
0.0160889,1,1,1,0,0,0,0,1,1,0,0,0
0.01608915,1,1,1,0,0,0,0,1,1,0,0,1
0.01609245,1,1,1,0,0,0,0,1,1,1,1,0
0.0160927,1,1,1,0,0,0,0,1,1,1,1,1
0.01609275,1,1,1,1,0,0,0,1,0,1,1,1
0.0160928,0,0,0,1,0,0,0,1,0,1,1,1
0.016096,0,0,0,1,0,0,0,1,0,0,0,0
0.01609625,0,0,0,1,0,0,0,1,0,0,0,1
0.0160995,0,0,0,1,0,0,0,1,0,0,0,0
0.01609975,0,0,0,1,0,0,0,1,0,0,0,1
0.0160998,1,0,0,1,0,0,1,1,0,1,1,1
0.01609985,1,0,0,1,0,0,1,0,1,1,1,1
0.01610305,1,0,0,1,0,0,1,0,1,1,1,0
0.0161031,1,0,0,1,0,0,1,0,1,0,1,0
0.0161033,1,0,0,1,0,0,1,0,1,0,1,1
0.0161066,1,0,0,1,0,0,1,0,1,1,1,0
0.01610685,1,0,0,1,0,0,1,0,1,1,1,1
0.0161069,1,0,0,1,0,0,1,1,1,1,1,1
0.01610695,1,0,0,1,0,0,0,1,1,1,1,1
0.01611015,1,0,0,1,0,0,0,1,1,0,0,0
0.0161104,1,0,0,1,0,0,0,1,1,0,0,1
0.01611365,1,0,0,1,0,0,0,1,1,0,0,0
0.0161139,1,0,0,1,0,0,0,1,1,0,0,1
0.0161172,1,0,0,1,0,0,0,1,1,0,0,0
0.01611725,1,0,0,1,0,0,0,1,1,1,1,0
0.01611745,1,0,0,1,0,0,0,1,1,1,1,1
0.0161175,1,1,0,1,0,0,0,1,0,1,1,1
0.01611755,0,1,0,1,0,0,0,1,0,1,1,1
0.01612075,0,1,0,1,0,0,0,1,0,0,0,0
0.016121,0,1,0,1,0,0,0,1,0,0,0,1
0.01612425,0,1,0,1,0,0,0,1,0,0,0,0
0.01612455,0,1,0,1,0,0,1,1,0,0,1,1
0.0161246,0,1,0,1,0,0,1,0,1,1,1,1
0.0161278,0,1,0,1,0,0,1,0,1,1,1,0
0.01612785,0,1,0,1,0,0,1,0,1,0,1,0
0.01612805,0,1,0,1,0,0,1,0,1,0,1,1
0.01613135,0,1,0,1,0,0,1,0,1,0,1,0
0.0161314,0,1,0,1,0,0,1,0,1,1,1,0
0.0161316,0,1,0,1,0,0,1,0,1,1,1,1
0.01613165,1,1,0,1,0,0,1,1,1,1,1,1
0.0161317,1,1,0,1,0,0,0,1,1,1,1,1
0.0161349,1,1,0,1,0,0,0,1,1,0,0,0
0.01613515,1,1,0,1,0,0,0,1,1,0,0,1
0.0161384,1,1,0,1,0,0,0,1,1,0,0,0
0.01613865,1,1,0,1,0,0,0,1,1,0,0,1
0.01614195,1,1,0,1,0,0,0,1,1,0,0,0
0.016142,1,1,0,1,0,0,0,1,1,1,1,0
0.0161422,1,1,0,1,0,0,0,1,1,1,1,1
0.01614225,1,1,1,1,0,0,0,1,0,1,1,1
0.0161423,0,0,1,1,0,0,0,1,0,1,1,1
0.0161455,0,0,1,1,0,0,0,1,0,0,0,0
0.01614575,0,0,1,1,0,0,0,1,0,0,0,1
0.016149,0,0,1,1,0,0,0,1,0,0,0,0
0.0161493,1,1,1,1,0,0,1,1,0,0,0,1
0.01614935,1,1,1,1,0,0,1,1,1,1,1,1
0.0161494,1,1,0,1,0,0,1,0,1,1,1,1
0.0161526,1,1,0,1,0,0,1,0,1,0,1,0
0.01615285,1,1,0,1,0,0,1,0,1,0,1,1
0.0161561,1,1,0,1,0,0,1,0,1,0,1,0
0.01615615,1,1,0,1,0,0,1,0,1,1,1,0
0.01615635,1,1,0,1,0,0,1,0,1,1,1,1
0.0161564,1,1,1,1,0,1,1,0,1,1,1,1
0.01615645,1,0,1,1,0,1,1,0,1,1,1,1
0.01615965,1,0,1,1,0,1,1,0,1,0,1,0
0.0161597,1,0,1,1,0,1,1,0,1,0,0,0
0.0161599,1,0,1,1,0,1,1,0,1,0,0,1
0.0161632,1,0,1,1,0,1,1,0,1,0,0,0
0.01616345,1,0,1,1,0,1,1,0,1,0,0,1
0.01616675,1,0,1,1,0,1,1,0,1,1,1,0
0.016167,1,0,1,1,0,1,1,1,0,1,1,1
0.01616705,1,0,1,1,0,0,1,1,0,1,1,1
0.0161671,1,0,1,1,0,0,0,1,0,1,1,1
0.0161703,1,0,1,1,0,0,0,1,0,0,0,0
0.01617055,1,0,1,1,0,0,0,1,0,0,0,1
0.0161738,1,0,1,1,0,0,0,1,0,0,0,0
0.01617405,1,0,1,1,0,0,0,1,0,0,0,1
0.0161741,1,0,1,1,0,0,1,1,0,1,1,1
0.01617415,0,0,1,1,0,0,1,0,1,1,1,1
0.01617735,0,0,1,1,0,0,1,0,1,1,1,0
0.0161774,0,0,1,1,0,0,1,0,1,0,1,0
0.0161776,0,0,1,1,0,0,1,0,1,0,1,1
0.0161809,0,0,1,1,0,0,1,0,1,1,1,0
0.01618115,0,0,1,1,0,0,1,0,1,1,1,1
0.0161812,0,1,1,1,0,0,1,1,1,1,1,1
0.01618125,0,1,1,1,0,0,0,1,1,1,1,1
0.01618445,0,1,1,1,0,0,0,1,1,0,0,0
0.0161847,0,1,1,1,0,0,0,1,1,0,0,1
0.01618795,0,1,1,1,0,0,0,1,1,0,0,0
0.0161882,0,1,1,1,0,0,0,1,1,0,0,1
0.0161915,0,1,1,1,0,0,0,1,1,0,0,0
0.01619155,0,1,1,1,0,0,0,1,1,1,1,0
0.01619175,0,1,1,1,0,0,0,1,1,1,1,1
0.0161918,1,1,1,1,0,0,0,1,0,1,1,1
0.01619505,1,1,1,1,0,0,0,1,0,1,1,0
0.0161951,1,1,1,1,0,0,0,1,0,0,0,0
0.0161953,1,1,1,1,0,0,0,1,0,0,0,1
0.0161986,1,1,1,1,0,0,0,1,0,0,0,0
0.01619885,1,1,1,1,0,0,0,1,0,0,0,1
0.0161989,1,1,1,1,0,0,1,1,1,1,1,1
0.01619895,1,0,1,1,0,0,1,0,1,1,1,1
0.01620215,1,0,1,1,0,0,1,0,1,0,1,0
0.0162024,1,0,1,1,0,0,1,0,1,0,1,1
0.01620565,1,0,1,1,0,0,1,0,1,0,1,0
0.0162057,1,0,1,1,0,0,1,0,1,1,1,0
0.0162059,1,0,1,1,0,0,1,0,1,1,1,1
0.01620595,1,0,1,1,0,1,1,0,1,1,1,1
0.0162092,1,0,1,1,0,1,1,0,1,1,1,0
0.01620925,1,0,1,1,0,1,1,0,1,0,0,0
0.01620945,1,0,1,1,0,1,1,0,1,0,0,1
0.01621275,1,0,1,1,0,1,1,0,1,0,0,0
0.016213,1,0,1,1,0,1,1,0,1,0,0,1
0.01621625,1,0,1,1,0,1,1,0,1,0,0,0
0.0162163,1,0,1,1,0,1,1,0,1,1,1,0
0.01621655,1,0,1,1,1,1,1,1,0,1,1,1
0.0162166,0,0,0,0,1,0,0,1,0,1,1,1
0.0162198,0,0,0,0,1,0,0,1,0,1,1,0
0.01621985,0,0,0,0,1,0,0,1,0,0,0,0
0.01622005,0,0,0,0,1,0,0,1,0,0,0,1
0.01622335,0,0,0,0,1,0,0,1,0,0,0,0
0.0162236,0,0,0,0,1,0,0,1,0,0,0,1
0.01622365,0,1,1,1,1,0,1,1,1,1,1,1
0.0162237,1,1,1,1,0,0,1,0,1,1,1,1
0.01622375,0,1,1,1,0,0,1,0,1,1,1,1
0.0162269,0,1,1,1,0,0,1,0,1,0,1,0
0.01622715,0,1,1,1,0,0,1,0,1,0,1,1
0.0162304,0,1,1,1,0,0,1,0,1,0,1,0
0.01623045,0,1,1,1,0,0,1,0,1,1,1,0
0.01623065,0,1,1,1,0,0,1,0,1,1,1,1
0.0162307,1,1,1,1,0,1,1,0,1,1,1,1
0.01623075,1,0,1,1,0,1,1,0,1,1,1,1
0.01623395,1,0,1,1,0,1,1,0,1,1,1,0
0.016234,1,0,1,1,0,1,1,0,1,0,0,0
0.0162342,1,0,1,1,0,1,1,0,1,0,0,1
0.0162375,1,0,1,1,0,1,1,0,1,0,0,0
0.01623775,1,0,1,1,0,1,1,0,1,0,0,1
0.016241,1,0,1,1,0,1,1,0,1,0,0,0
0.01624105,1,0,1,1,0,1,1,0,1,1,1,0
0.01624125,1,0,1,1,0,1,1,0,1,1,1,1
0.0162413,1,0,1,1,1,1,1,1,0,1,1,1
0.01624135,1,0,0,0,1,0,0,1,0,1,1,1
0.01624455,1,0,0,0,1,0,0,1,0,1,1,0
0.0162446,1,0,0,0,1,0,0,1,0,0,0,0
0.0162448,1,0,0,0,1,0,0,1,0,0,0,1
0.0162481,1,0,0,0,1,0,0,1,0,0,0,0
0.01624835,1,0,0,0,1,0,0,1,0,0,0,1
0.0162484,1,1,1,1,1,0,1,1,1,1,1,1
0.01624845,1,1,1,1,0,0,1,0,1,1,1,1
0.01625165,1,1,1,1,0,0,1,0,1,0,1,0
0.0162519,1,1,1,1,0,0,1,0,1,0,1,1
0.01625515,1,1,1,1,0,0,1,0,1,0,1,0
0.0162552,1,1,1,1,0,0,1,0,1,1,1,0
0.01625545,1,1,1,1,0,1,1,0,1,1,1,1
0.0162555,1,0,1,1,0,1,1,0,1,1,1,1
0.0162587,1,0,1,1,0,1,1,0,1,1,1,0
0.01625875,1,0,1,1,0,1,1,0,1,0,0,0
0.01625895,1,0,1,1,0,1,1,0,1,0,0,1
0.01626225,1,0,1,1,0,1,1,0,1,0,0,0
0.0162625,1,0,1,1,0,1,1,0,1,0,0,1
0.01626575,1,0,1,1,0,1,1,0,1,0,0,0
0.0162658,1,0,1,1,0,1,1,0,1,1,1,0
0.01626605,1,1,1,1,1,1,1,1,0,1,1,1
0.0162661,0,1,0,0,1,0,1,1,0,1,1,1
0.01626615,0,1,0,0,1,0,0,1,0,1,1,1
0.0162693,0,1,0,0,1,0,0,1,0,1,1,0
0.01626935,0,1,0,0,1,0,0,1,0,0,0,0
0.0162696,0,1,0,0,1,0,0,1,0,0,0,1
0.01627285,0,1,0,0,1,0,0,1,0,0,0,0
0.0162731,0,1,0,0,1,0,0,1,0,0,0,1
0.01627315,1,1,0,0,1,0,1,1,1,1,1,1
0.0162732,1,0,0,0,1,0,1,0,1,1,1,1
0.0162764,1,0,0,0,1,0,1,0,1,0,1,0
0.01627665,1,0,0,0,1,0,1,0,1,0,1,1
0.01627995,1,0,0,0,1,0,1,0,1,1,1,0
0.0162802,1,0,0,0,1,0,1,0,1,1,1,1
0.01628025,1,1,0,0,1,0,1,1,1,1,1,1
0.0162803,1,1,0,0,1,0,0,1,1,1,1,1
0.01628345,1,1,0,0,1,0,0,1,1,1,1,0
0.0162835,1,1,0,0,1,0,0,1,1,0,0,0
0.01628375,1,1,0,0,1,0,0,1,1,0,0,1
0.016287,1,1,0,0,1,0,0,1,1,0,0,0
0.01628725,1,1,0,0,1,0,0,1,1,0,0,1
0.01629055,1,1,0,0,1,0,0,1,1,1,1,0
0.0162908,1,1,1,0,1,0,0,1,0,1,1,1
0.01629085,0,0,1,0,1,0,0,1,0,1,1,1
0.01629405,0,0,1,0,1,0,0,1,0,1,1,0
0.0162941,0,0,1,0,1,0,0,1,0,0,0,0
0.01629435,0,0,1,0,1,0,0,1,0,0,0,1
0.0162976,0,0,1,0,1,0,0,1,0,0,0,0
0.01629785,0,0,1,0,1,0,0,1,0,0,0,1
0.0162979,0,1,1,0,1,0,1,1,0,1,1,1
0.01629795,0,1,0,0,1,0,1,0,1,1,1,1
0.01630115,0,1,0,0,1,0,1,0,1,0,1,0
0.0163014,0,1,0,0,1,0,1,0,1,0,1,1
0.0163047,0,1,0,0,1,0,1,0,1,1,1,0
0.01630495,0,1,0,0,1,0,1,0,1,1,1,1
0.016305,1,1,1,0,1,0,1,1,1,1,1,1
0.01630505,1,0,1,0,1,0,0,1,1,1,1,1
0.01630825,1,0,1,0,1,0,0,1,1,0,0,0
0.0163085,1,0,1,0,1,0,0,1,1,0,0,1
0.01631175,1,0,1,0,1,0,0,1,1,0,0,0
0.016312,1,0,1,0,1,0,0,1,1,0,0,1
0.0163153,1,0,1,0,1,0,0,1,1,0,0,0
0.01631535,1,0,1,0,1,0,0,1,1,1,1,0
0.01631555,1,0,1,0,1,0,0,1,1,1,1,1
0.0163156,1,1,1,0,1,0,0,1,0,1,1,1
0.01631565,0,1,1,0,1,0,0,1,0,1,1,1
0.01631885,0,1,1,0,1,0,0,1,0,0,0,0
0.0163191,0,1,1,0,1,0,0,1,0,0,0,1
0.01632235,0,1,1,0,1,0,0,1,0,0,0,0
0.0163226,0,1,1,0,1,0,0,1,0,0,0,1
0.01632265,1,1,1,0,1,0,1,1,0,1,1,1
0.0163227,1,1,0,0,1,0,1,0,1,1,1,1
0.0163259,1,1,0,0,1,0,1,0,1,1,1,0
0.01632595,1,1,0,0,1,0,1,0,1,0,1,0
0.01632615,1,1,0,0,1,0,1,0,1,0,1,1
0.01632945,1,1,0,0,1,0,1,0,1,0,1,0
0.0163295,1,1,0,0,1,0,1,0,1,1,1,0
0.0163297,1,1,0,0,1,0,1,0,1,1,1,1
0.01632975,1,1,1,1,1,1,1,0,1,1,1,1
0.0163298,1,0,1,1,0,1,1,0,1,1,1,1
0.016333,1,0,1,1,0,1,1,0,1,1,1,0
0.01633305,1,0,1,1,0,1,1,0,1,0,0,0
0.01633325,1,0,1,1,0,1,1,0,1,0,0,1
0.01633655,1,0,1,1,0,1,1,0,1,0,0,0
0.0163368,1,0,1,1,0,1,1,0,1,0,0,1
0.01634005,1,0,1,1,0,1,1,0,1,0,0,0
0.0163401,1,0,1,1,0,1,1,0,1,1,1,0
0.01634035,1,1,1,1,1,1,1,1,0,1,1,1
0.0163404,1,1,1,0,1,1,1,1,0,1,1,1
0.01634045,1,1,1,0,1,0,0,1,0,1,1,1
0.0163436,1,1,1,0,1,0,0,1,0,1,1,0
0.01634365,1,1,1,0,1,0,0,1,0,0,0,0
0.0163439,1,1,1,0,1,0,0,1,0,0,0,1
0.01634715,1,1,1,0,1,0,0,1,0,0,0,0
0.0163474,1,1,1,0,1,0,0,1,0,0,0,1
0.01634745,1,1,1,0,1,0,1,1,1,1,1,1
0.0163475,1,0,1,0,1,0,1,0,1,1,1,1
0.01634755,0,0,1,0,1,0,1,0,1,1,1,1
0.0163507,0,0,1,0,1,0,1,0,1,0,1,0
0.01635095,0,0,1,0,1,0,1,0,1,0,1,1
0.01635425,0,0,1,0,1,0,1,0,1,1,1,0
0.0163545,0,0,1,0,1,0,1,0,1,1,1,1
0.01635455,1,0,1,1,1,1,1,0,1,1,1,1
0.0163546,1,0,1,1,0,1,1,0,1,1,1,1
0.01635775,1,0,1,1,0,1,1,0,1,1,1,0
0.0163578,1,0,1,1,0,1,1,0,1,0,0,0
0.01635805,1,0,1,1,0,1,1,0,1,0,0,1
0.0163613,1,0,1,1,0,1,1,0,1,0,0,0
0.0163616,1,0,1,1,0,1,1,0,1,0,0,1
0.01636485,1,0,1,1,0,1,1,0,1,0,0,0
0.0163649,1,0,1,1,0,1,1,0,1,1,1,0
0.0163651,1,0,1,1,0,1,1,0,1,1,1,1
0.01636515,1,0,1,1,1,1,1,1,0,1,1,1
0.0163652,0,0,0,1,1,0,0,1,0,1,1,1
0.0163684,0,0,0,1,1,0,0,1,0,1,1,0
0.01636845,0,0,0,1,1,0,0,1,0,0,0,0
0.01636865,0,0,0,1,1,0,0,1,0,0,0,1
0.01637195,0,0,0,1,1,0,0,1,0,0,0,0
0.0163722,0,0,0,1,1,0,0,1,0,0,0,1
0.01637225,1,0,1,1,1,0,1,1,1,1,1,1
0.0163723,1,0,1,0,1,0,1,0,1,1,1,1
0.01637545,1,0,1,0,1,0,1,0,1,1,1,0
0.0163755,1,0,1,0,1,0,1,0,1,0,1,0
0.01637575,1,0,1,0,1,0,1,0,1,0,1,1
0.016379,1,0,1,0,1,0,1,0,1,0,1,0
0.01637905,1,0,1,0,1,0,1,0,1,1,1,0
0.01637925,1,0,1,0,1,0,1,0,1,1,1,1
0.0163793,1,0,1,1,1,0,1,1,1,1,1,1
0.01637935,1,0,0,1,1,0,0,1,1,1,1,1
0.01638255,1,0,0,1,1,0,0,1,1,1,1,0
0.0163826,1,0,0,1,1,0,0,1,1,0,0,0
0.0163828,1,0,0,1,1,0,0,1,1,0,0,1
0.0163861,1,0,0,1,1,0,0,1,1,0,0,0
0.01638635,1,0,0,1,1,0,0,1,1,0,0,1
0.01638965,1,0,0,1,1,0,0,1,1,1,1,0
0.0163899,1,1,0,1,1,0,0,1,0,1,1,1
0.01638995,0,1,0,1,1,0,0,1,0,1,1,1
0.01639315,0,1,0,1,1,0,0,1,0,1,1,0
0.0163932,0,1,0,1,1,0,0,1,0,0,0,0
0.0163934,0,1,0,1,1,0,0,1,0,0,0,1
0.0163967,0,1,0,1,1,0,0,1,0,0,0,0
0.01639695,0,1,0,1,1,0,0,1,0,0,0,1
0.016397,0,1,1,1,1,0,1,1,1,1,1,1
0.01639705,0,1,1,0,1,0,1,0,1,1,1,1
0.01640025,0,1,1,0,1,0,1,0,1,0,1,0
0.0164005,0,1,1,0,1,0,1,0,1,0,1,1
0.0164038,0,1,1,0,1,0,1,0,1,1,1,0
0.01640405,0,1,1,0,1,0,1,0,1,1,1,1
0.0164041,1,1,1,1,1,0,1,1,1,1,1,1
0.01640415,1,1,0,1,1,0,0,1,1,1,1,1
0.01640735,1,1,0,1,1,0,0,1,1,0,0,0
0.0164076,1,1,0,1,1,0,0,1,1,0,0,1
0.01641085,1,1,0,1,1,0,0,1,1,0,0,0
0.01641115,1,1,0,1,1,0,0,1,1,0,0,1
0.0164144,1,1,0,1,1,0,0,1,1,0,0,0
0.01641445,1,1,0,1,1,0,0,1,1,1,1,0
0.01641465,1,1,0,1,1,0,0,1,1,1,1,1
0.0164147,1,1,1,1,1,0,0,1,0,1,1,1
0.01641475,0,0,1,1,1,0,0,1,0,1,1,1
0.01641795,0,0,1,1,1,0,0,1,0,0,1,0
0.016418,0,0,1,1,1,0,0,1,0,0,0,0
0.0164182,0,0,1,1,1,0,0,1,0,0,0,1
0.01642145,0,0,1,1,1,0,0,1,0,0,0,0
0.01642175,1,1,1,1,1,0,1,1,0,0,0,1
0.0164218,1,1,1,0,1,0,1,1,1,1,1,1
0.01642185,1,1,1,0,1,0,1,0,1,1,1,1
0.016425,1,1,1,0,1,0,1,0,1,1,1,0
0.01642505,1,1,1,0,1,0,1,0,1,0,1,0
0.01642525,1,1,1,0,1,0,1,0,1,0,1,1
0.01642855,1,1,1,0,1,0,1,0,1,1,1,0
0.0164288,1,1,1,0,1,0,1,0,1,1,1,1
0.01642885,1,1,1,1,1,1,1,0,1,1,1,1
0.0164289,1,0,1,1,0,1,1,0,1,1,1,1
0.0164321,1,0,1,1,0,1,1,0,1,0,0,0
0.01643235,1,0,1,1,0,1,1,0,1,0,0,1
0.0164356,1,0,1,1,0,1,1,0,1,0,0,0
0.01643585,1,0,1,1,0,1,1,0,1,0,0,1
0.01643915,1,0,1,1,0,1,1,0,1,0,0,0
0.0164392,1,0,1,1,0,1,1,0,1,1,1,0
0.0164394,1,0,1,1,0,1,1,0,1,1,1,1
0.01643945,1,0,1,1,1,1,1,1,0,1,1,1
0.0164395,1,0,1,1,1,0,0,1,0,1,1,1
0.0164427,1,0,1,1,1,0,0,1,0,0,0,0
0.01644295,1,0,1,1,1,0,0,1,0,0,0,1
0.0164462,1,0,1,1,1,0,0,1,0,0,0,0
0.0164465,1,0,1,1,1,0,1,1,0,1,1,1
0.01644655,0,0,0,1,1,0,1,0,1,1,1,1
0.01644975,0,0,0,1,1,0,1,0,1,1,1,0
0.0164498,0,0,0,1,1,0,1,0,1,0,1,0
0.01645,0,0,0,1,1,0,1,0,1,0,1,1
0.0164533,0,0,0,1,1,0,1,0,1,0,1,0
0.01645335,0,0,0,1,1,0,1,0,1,1,1,0
0.01645355,0,0,0,1,1,0,1,0,1,1,1,1
0.0164536,1,0,1,1,1,1,1,0,1,1,1,1
0.01645365,1,0,1,1,0,1,1,0,1,1,1,1
0.01645685,1,0,1,1,0,1,1,0,1,0,0,0
0.0164571,1,0,1,1,0,1,1,0,1,0,0,1
0.01646035,1,0,1,1,0,1,1,0,1,0,0,0
0.01646065,1,0,1,1,0,1,1,0,1,0,0,1
0.0164639,1,0,1,1,0,1,1,0,1,0,0,0
0.01646395,1,0,1,1,0,1,1,0,1,1,1,0
0.01646415,1,0,1,1,0,1,1,0,1,1,1,1
0.0164642,1,1,1,1,1,1,1,1,0,1,1,1
0.01646425,0,1,1,1,1,0,0,1,0,1,1,1
0.01646745,0,1,1,1,1,0,0,1,0,1,1,0
0.0164675,0,1,1,1,1,0,0,1,0,0,0,0
0.0164677,0,1,1,1,1,0,0,1,0,0,0,1
0.016471,0,1,1,1,1,0,0,1,0,0,0,0
0.01647125,0,1,1,1,1,0,0,1,0,0,0,1
0.0164713,1,1,1,1,1,0,1,1,1,1,1,1
0.01647135,1,0,0,1,1,0,1,0,1,1,1,1
0.01647455,1,0,0,1,1,0,1,0,1,0,1,0
0.0164748,1,0,0,1,1,0,1,0,1,0,1,1
0.01647805,1,0,0,1,1,0,1,0,1,0,1,0
0.0164781,1,0,0,1,1,0,1,0,1,1,1,0
0.01647835,1,1,1,1,1,0,1,1,0,1,1,1
0.0164784,1,1,1,1,1,0,0,1,0,1,1,1
0.0164816,1,1,1,1,1,0,0,1,0,1,1,0
0.01648165,1,1,1,1,1,0,0,1,0,0,0,0
0.01648185,1,1,1,1,1,0,0,1,0,0,0,1
0.01648515,1,1,1,1,1,0,0,1,0,0,0,0
0.0164854,1,1,1,1,1,0,0,1,0,0,0,1
0.01648545,1,1,1,1,1,0,1,1,1,1,1,1
0.0164855,0,1,0,1,1,0,1,0,1,1,1,1
0.0164887,0,1,0,1,1,0,1,0,1,0,1,0
0.01648895,0,1,0,1,1,0,1,0,1,0,1,1
0.01649225,0,1,0,1,1,0,1,0,1,1,1,0
0.0164925,0,1,0,1,1,0,1,0,1,1,1,1
0.01649255,1,1,1,1,1,1,1,0,1,1,1,1
0.0164926,1,0,1,1,0,1,1,0,1,1,1,1
0.01649575,1,0,1,1,0,1,1,0,1,1,1,0
0.0164958,1,0,1,1,0,1,1,0,1,0,0,0
0.01649605,1,0,1,1,0,1,1,0,1,0,0,1
0.0164993,1,0,1,1,0,1,1,0,1,0,0,0
0.01649955,1,0,1,1,0,1,1,0,1,0,0,1
0.01650285,1,0,1,1,0,1,1,0,1,0,0,0
0.0165029,1,0,1,1,0,1,1,0,1,1,1,0
0.0165031,1,0,1,1,0,1,1,0,1,1,1,1
0.01650315,1,0,1,1,0,1,1,1,0,1,1,1
0.0165032,0,0,0,0,0,1,0,1,0,1,1,1
0.0165064,0,0,0,0,0,1,0,1,0,0,1,0
0.01650645,0,0,0,0,0,1,0,1,0,0,0,0
0.01650665,0,0,0,0,0,1,0,1,0,0,0,1
0.01650995,0,0,0,0,0,1,0,1,0,0,0,0
0.0165102,0,0,0,0,0,1,0,1,0,0,0,1
0.01651025,1,1,0,1,1,1,1,1,1,1,1,1
0.0165103,1,1,0,1,1,0,1,0,1,1,1,1
0.0165135,1,1,0,1,1,0,1,0,1,0,1,0
0.01651375,1,1,0,1,1,0,1,0,1,0,1,1
0.016517,1,1,0,1,1,0,1,0,1,0,1,0
0.01651705,1,1,0,1,1,0,1,0,1,1,1,0
0.01651725,1,1,0,1,1,0,1,0,1,1,1,1
0.0165173,1,1,1,1,1,1,1,0,1,1,1,1
0.01651735,1,0,1,1,0,1,1,0,1,1,1,1
0.01652055,1,0,1,1,0,1,1,0,1,0,0,0
0.0165208,1,0,1,1,0,1,1,0,1,0,0,1
0.01652405,1,0,1,1,0,1,1,0,1,0,0,0
0.0165243,1,0,1,1,0,1,1,0,1,0,0,1
0.0165276,1,0,1,1,0,1,1,0,1,0,0,0
0.01652765,1,0,1,1,0,1,1,0,1,1,1,0
0.01652785,1,0,1,1,0,1,1,0,1,1,1,1
0.0165279,1,0,1,1,0,1,1,1,0,1,1,1
0.01652795,1,0,0,0,0,1,0,1,0,1,1,1
0.01653115,1,0,0,0,0,1,0,1,0,0,1,0
0.0165312,1,0,0,0,0,1,0,1,0,0,0,0
0.0165314,1,0,0,0,0,1,0,1,0,0,0,1
0.0165347,1,0,0,0,0,1,0,1,0,0,0,0
0.01653495,1,0,0,0,0,1,0,1,0,0,0,1
0.016535,1,0,1,1,1,1,1,1,1,1,1,1
0.01653505,1,0,1,1,1,0,1,0,1,1,1,1
0.0165351,0,0,1,1,1,0,1,0,1,1,1,1
0.0165382,0,0,1,1,1,0,1,0,1,1,1,0
0.01653825,0,0,1,1,1,0,1,0,1,0,1,0
0.01653845,0,0,1,1,1,0,1,0,1,0,1,1
0.01654175,0,0,1,1,1,0,1,0,1,0,1,0
0.0165418,0,0,1,1,1,0,1,0,1,1,1,0
0.016542,0,0,1,1,1,0,1,0,1,1,1,1
0.01654205,1,0,1,1,1,1,1,0,1,1,1,1
0.0165421,1,0,1,1,0,1,1,0,1,1,1,1
